compression_idx,timestamp_ms,interval_ms,instantaneous_rate_bpm,rolling_rate_bpm,estimated_depth_mm,recoil_pct,duty_cycle,peak_accel_mps2,wrist_angle_deg,rescuer_hr_bpm,is_quality_good,instruction,instruction_priority
40,24938,543,110.5,111.2,53.5,97.9,0.582,7.44,0.9,101,True,none,
41,25494,557,107.7,109.5,53.0,95.3,0.475,7.48,0.6,101,True,none,
42,26017,523,114.7,109.6,53.7,95.1,0.486,8.07,2.4,103,True,none,
43,26497,480,125.0,113.0,52.6,95.4,0.515,8.93,8.4,102,True,none,
44,27054,557,107.7,112.8,54.6,94.4,0.447,7.11,3.1,103,False,none,
45,27605,551,108.9,112.4,56.8,94.2,0.495,7.38,2.0,101,False,none,
46,28150,545,110.1,113.0,53.5,96.8,0.568,6.8,3.9,99,True,none,
47,28667,517,116.1,113.2,55.6,95.0,0.534,8.03,3.8,103,False,none,
48,29180,513,117.0,111.8,56.4,96.8,0.496,8.56,5.1,102,True,none,
49,29683,503,119.3,114.1,53.8,96.4,0.482,8.09,5.6,100,True,none,
50,30182,499,120.2,116.4,55.2,97.3,0.511,9.06,2.9,109,True,none,
51,30730,548,109.5,116.3,55.9,96.3,0.503,8.21,0.2,106,True,none,
52,31268,538,111.5,115.3,55.8,96.1,0.485,7.54,1.5,103,True,none,
53,31822,554,108.3,113.6,57.0,95.6,0.528,7.9,0.1,99,True,none,
54,32364,542,110.7,111.9,56.1,96.2,0.476,7.09,2.4,103,True,none,
55,32892,528,113.6,110.7,54.4,97.2,0.463,8.22,4.7,103,True,none,
56,33442,550,109.1,110.6,52.6,93.6,0.467,6.83,12.2,100,False,none,
57,34014,572,104.9,109.2,55.4,96.4,0.538,6.85,3.0,103,True,none,
58,34562,548,109.5,109.5,55.3,96.8,0.514,7.34,0.2,103,True,none,
60,47533,533,112.6,109.8,55.8,93.3,0.517,7.54,1.6,104,False,resume_compressions,1.0
61,48084,551,108.9,108.9,54.0,94.4,0.536,6.8,6.6,104,False,none,
62,48613,529,113.4,109.8,54.8,97.2,0.502,7.42,0.6,104,True,none,
63,49150,537,111.7,111.2,55.1,98.0,0.536,7.72,3.8,107,True,none,
64,49673,523,114.7,112.2,54.0,96.1,0.473,7.28,3.3,102,True,none,
65,50210,537,111.7,112.1,55.7,96.7,0.536,7.42,3.7,101,True,none,
66,50763,553,108.5,112.0,52.9,96.3,0.449,6.71,0.1,99,True,none,
67,51305,542,110.7,111.4,55.5,99.5,0.512,7.44,4.8,105,True,none,
68,51814,509,117.9,112.6,53.6,96.0,0.506,8.43,1.6,105,True,none,
69,52342,528,113.6,112.4,53.4,97.1,0.467,7.2,4.1,103,True,none,
70,52883,541,110.9,112.2,54.7,96.3,0.497,7.17,0.9,95,True,none,
71,53429,546,109.9,112.5,54.8,94.9,0.497,7.74,0.5,102,False,none,
72,53978,549,109.3,112.2,52.6,95.3,0.489,6.81,1.7,99,True,none,
73,54498,520,115.4,111.8,53.8,95.5,0.496,7.83,1.1,100,True,none,
74,55021,523,114.7,112.0,52.1,95.8,0.523,7.47,0.6,105,True,none,
75,55562,541,110.9,112.0,55.5,96.7,0.475,8.07,2.4,105,True,none,
76,56112,550,109.1,111.8,54.9,97.4,0.518,7.39,3.4,100,True,none,
77,56641,529,113.4,112.7,53.3,97.2,0.455,7.42,7.6,106,True,none,
78,57166,525,114.3,112.4,54.6,93.1,0.491,8.12,0.8,108,False,none,
79,57699,533,112.6,112.0,55.4,95.8,0.495,8.03,1.9,104,True,none,
80,58233,534,112.4,112.3,54.7,97.9,0.484,7.38,0.8,103,True,none,
81,58793,560,107.1,111.9,53.6,93.2,0.533,6.61,1.7,107,False,none,
82,59294,501,119.8,113.1,51.1,95.0,0.579,8.39,0.9,104,False,none,
83,59846,552,108.7,111.9,53.3,96.4,0.526,7.45,0.2,110,True,none,
84,60362,516,116.3,112.7,54.0,95.2,0.509,7.75,0.5,104,True,none,
85,60895,533,112.6,112.7,56.5,99.3,0.53,8.14,6.3,103,True,none,
86,61395,500,120.0,115.3,53.2,95.4,0.525,8.18,0.3,109,True,none,
87,61942,547,109.7,113.3,54.2,97.3,0.45,7.34,0.6,107,True,none,
89,65522,522,114.9,114.6,54.1,96.1,0.53,7.49,1.1,103,True,none,
90,66060,538,111.5,113.6,55.2,97.4,0.521,7.66,1.6,106,True,none,
91,66637,577,104.0,111.8,54.4,97.1,0.446,6.4,1.1,103,True,none,
92,67170,533,112.6,110.4,52.1,96.2,0.507,7.66,3.4,105,True,none,
93,67686,516,116.3,111.7,54.9,97.0,0.518,7.74,0.3,107,True,none,
94,68221,535,112.1,111.2,55.4,97.6,0.512,7.8,3.0,105,True,none,
95,68758,537,111.7,111.2,53.1,94.0,0.5,6.91,0.2,105,False,none,
96,69288,530,113.2,113.2,55.5,95.3,0.446,8.06,1.3,110,True,none,
97,69839,551,108.9,112.4,54.0,96.0,0.55,6.53,1.7,104,True,none,
98,70352,513,117.0,112.5,53.1,99.2,0.459,7.76,1.3,102,True,none,
99,70884,532,112.8,112.7,52.6,98.0,0.494,7.3,2.6,102,True,none,
100,71429,545,110.1,112.3,54.5,98.1,0.493,7.73,2.4,104,True,none,
101,71993,564,106.4,110.9,56.5,95.7,0.47,7.22,1.0,107,True,none,
102,72518,525,114.3,112.0,52.5,95.5,0.498,7.83,0.8,106,True,none,
103,73047,529,113.4,111.3,54.6,96.1,0.543,7.38,0.4,106,True,none,
104,73568,521,115.2,111.8,56.2,97.1,0.519,8.4,3.4,108,True,none,
105,74083,515,116.5,113.0,51.1,96.5,0.516,7.14,1.8,106,True,none,
106,74664,581,103.3,112.3,55.1,93.2,0.481,6.68,4.2,108,False,none,
107,75188,524,114.5,112.4,53.2,94.7,0.418,7.81,0.8,100,False,none,
108,75740,552,108.7,111.4,52.0,94.9,0.51,5.97,1.6,107,False,let_chest_up,4.0
109,76260,520,115.4,111.4,52.1,93.6,0.501,7.93,7.1,104,False,none,
110,76774,514,116.7,111.5,50.9,98.8,0.53,7.82,0.5,104,True,none,
111,77304,530,113.2,113.6,54.6,97.8,0.502,8.14,2.1,105,True,none,
112,77808,504,119.0,114.5,56.1,96.7,0.554,9.34,0.0,116,True,none,
113,78338,530,113.2,115.5,51.5,93.9,0.541,7.09,0.7,106,False,none,
114,78854,516,116.3,115.7,55.4,94.6,0.481,8.33,2.4,103,False,none,
115,79390,536,111.9,114.7,53.4,93.6,0.543,7.93,2.9,104,False,none,
116,79918,528,113.6,114.8,55.4,97.9,0.478,7.63,4.6,105,True,none,
118,93557,557,107.7,112.5,54.0,96.0,0.481,6.7,1.9,109,True,resume_compressions,1.0
119,94117,560,107.1,111.2,53.3,97.7,0.472,6.7,2.4,109,True,none,
120,94671,554,108.3,109.7,50.7,96.0,0.496,6.92,4.5,109,True,none,
121,95187,516,116.3,110.5,53.3,98.1,0.513,7.96,3.1,107,True,none,
122,95726,539,111.3,110.1,52.2,97.5,0.495,7.08,4.9,104,True,none,
123,96264,538,111.5,110.8,54.1,97.2,0.506,6.68,2.0,110,True,none,
124,96791,527,113.9,112.2,53.9,96.3,0.485,7.6,7.6,109,True,none,
125,97371,580,103.4,111.1,54.1,97.1,0.484,6.44,1.2,110,True,none,
126,97928,557,107.7,109.4,54.5,95.9,0.481,6.57,0.9,108,True,none,
127,98457,529,113.4,109.8,53.0,95.8,0.46,7.38,1.7,105,True,none,
128,98981,524,114.5,110.4,52.0,98.8,0.439,7.3,0.9,112,True,none,
129,99514,533,112.6,110.2,53.9,95.8,0.468,7.7,0.8,109,True,none,
130,100056,542,110.7,111.7,53.4,93.2,0.562,7.2,8.3,111,False,none,
131,100635,579,103.6,110.8,54.6,95.7,0.56,6.21,0.2,108,True,none,
132,101187,552,108.7,109.9,52.9,95.7,0.502,7.01,2.2,114,True,none,
133,101684,497,120.7,111.0,51.6,98.5,0.513,8.38,5.1,107,True,none,
134,102201,517,116.1,111.6,52.9,92.5,0.544,7.15,1.0,109,False,none,
135,102739,538,111.5,111.8,55.4,97.0,0.535,7.55,6.8,112,True,none,
136,103263,524,114.5,114.2,54.5,96.3,0.475,7.45,1.4,106,True,none,
137,103802,539,111.3,114.7,55.5,99.2,0.531,7.41,5.0,109,True,none,
138,104339,537,111.7,113.0,54.0,96.2,0.553,7.11,0.0,108,True,none,
139,104878,539,111.3,112.1,52.7,97.7,0.526,6.77,6.1,111,True,none,
141,108552,552,108.7,111.5,54.7,95.2,0.533,7.26,2.1,106,True,none,
142,109100,548,109.5,110.5,53.4,96.0,0.476,6.97,7.7,106,True,none,
143,109640,540,111.1,110.5,55.9,95.0,0.443,7.32,3.3,113,False,none,
144,110170,530,113.2,110.7,54.8,96.2,0.486,7.79,6.5,109,True,none,
145,110699,529,113.4,111.2,54.5,96.8,0.563,7.62,2.0,99,True,none,
146,111238,539,111.3,111.7,53.9,94.0,0.509,7.57,6.4,107,False,none,
147,111803,565,106.2,111.0,54.6,93.7,0.504,6.89,0.9,108,False,none,
148,112351,548,109.5,110.7,54.7,95.9,0.589,6.86,4.4,109,True,none,
149,112889,538,111.5,110.3,55.5,97.5,0.52,7.28,5.5,109,True,none,
150,113411,522,114.9,110.6,54.1,93.3,0.471,8.13,0.7,111,False,none,
151,113954,543,110.5,110.5,52.9,97.4,0.495,7.0,1.7,111,True,none,
152,114503,549,109.3,111.1,54.8,97.8,0.474,7.3,0.8,110,True,none,
153,115065,562,106.8,110.5,55.0,96.6,0.462,6.96,4.0,104,True,none,
154,115599,534,112.4,110.7,55.3,96.3,0.521,7.47,1.5,106,True,none,
155,116115,516,116.3,110.9,53.4,99.6,0.492,8.03,6.4,106,True,none,
156,116623,508,118.1,112.4,51.0,95.1,0.53,7.31,1.3,107,True,none,
157,117158,535,112.1,113.0,56.1,94.9,0.494,7.22,2.9,111,False,none,
158,117668,510,117.6,115.3,52.6,96.4,0.533,7.68,1.6,111,True,none,
159,118220,552,108.7,114.5,53.2,98.1,0.525,7.16,1.6,111,True,none,
160,118756,536,111.9,113.6,53.6,96.2,0.49,7.89,1.8,104,True,none,
161,119315,559,107.3,111.4,54.8,95.6,0.508,6.71,1.4,102,True,none,
162,119845,530,113.2,111.6,51.6,97.4,0.53,7.2,3.1,105,True,none,
