compression_idx,timestamp_ms,interval_ms,instantaneous_rate_bpm,rolling_rate_bpm,estimated_depth_mm,recoil_pct,duty_cycle,peak_accel_mps2,wrist_angle_deg,rescuer_hr_bpm,is_quality_good,instruction,instruction_priority
168,113028,546,109.9,110.2,55.9,96.6,0.429,7.53,1.8,102,True,none,
169,113585,557,107.7,108.9,55.1,96.1,0.467,6.4,1.0,101,True,none,
170,114116,531,113.0,110.5,53.7,95.5,0.523,7.37,3.3,103,True,none,
171,114622,506,118.6,112.0,56.0,97.1,0.489,8.57,4.8,104,True,none,
172,115172,550,109.1,111.5,55.5,97.2,0.5,6.95,0.1,102,True,none,
173,115725,553,108.5,111.2,55.2,96.6,0.552,7.53,5.9,100,True,none,
174,116238,513,117.0,113.1,53.2,96.2,0.458,7.95,0.6,102,True,none,
175,116795,557,107.7,112.0,53.7,94.2,0.508,7.21,0.1,102,False,none,
176,117345,550,109.1,110.2,55.9,97.6,0.45,6.8,6.4,103,True,none,
177,117887,542,110.7,110.5,54.9,98.3,0.534,7.25,3.4,101,True,none,
178,118440,553,108.5,110.5,55.8,100.0,0.484,7.3,0.5,106,True,none,
179,118990,550,109.1,109.0,54.3,98.1,0.498,6.75,0.6,104,True,none,
180,119520,530,113.2,110.1,53.2,95.9,0.509,7.58,1.1,101,True,none,
