compression_idx,timestamp_ms,interval_ms,instantaneous_rate_bpm,rolling_rate_bpm,estimated_depth_mm,recoil_pct,duty_cycle,peak_accel_mps2,wrist_angle_deg,rescuer_hr_bpm,is_quality_good,instruction,instruction_priority
58,31450,526,114.1,110.5,54.7,97.4,0.497,7.38,0.3,101,True,none,
59,31988,538,111.5,111.3,53.2,97.7,0.448,7.29,4.3,96,True,none,
60,32530,542,110.7,111.5,54.6,98.7,0.507,7.46,1.9,97,True,none,
61,33058,528,113.6,112.0,55.8,98.1,0.499,7.84,1.1,100,True,none,
62,33608,550,109.1,111.8,55.5,96.8,0.497,6.69,2.1,101,True,none,
63,34175,567,105.8,110.1,53.1,97.5,0.548,6.54,0.8,94,True,none,
64,34736,561,107.0,109.2,55.6,97.6,0.539,7.05,4.5,95,True,none,
65,35301,565,106.2,108.3,54.5,98.3,0.512,6.73,1.3,98,True,none,
66,35833,532,112.8,108.1,56.2,98.7,0.54,8.34,0.8,98,True,none,
67,36361,528,113.6,109.0,56.8,99.0,0.525,8.27,1.2,98,True,none,
68,36907,546,109.9,109.8,56.0,97.8,0.536,7.01,5.5,99,True,none,
69,37446,540,111.1,110.7,56.0,100.0,0.475,8.24,2.8,100,True,none,
70,38007,561,107.0,110.8,55.2,97.8,0.482,7.29,4.6,100,True,none,
71,38539,532,112.8,110.8,54.2,99.0,0.483,7.47,1.0,96,True,none,
72,39069,530,113.2,110.7,56.4,97.9,0.438,8.15,1.9,100,True,none,
73,39612,543,110.5,110.9,55.6,97.8,0.522,8.04,4.4,98,True,none,
74,40156,544,110.3,110.7,54.7,97.2,0.503,7.71,1.4,100,True,none,
75,40716,560,107.1,110.7,57.2,97.6,0.418,7.03,1.5,98,True,none,
76,41245,529,113.4,110.9,53.4,98.8,0.458,7.43,4.4,96,True,none,
77,41806,561,107.0,109.6,56.1,96.4,0.524,7.22,6.2,99,True,none,
78,42340,534,112.4,110.0,56.3,99.1,0.499,7.65,2.9,99,True,none,
79,42876,536,111.9,110.3,52.8,99.3,0.546,7.14,2.6,99,True,none,
80,43450,574,104.5,109.7,53.6,98.5,0.444,6.61,1.5,99,True,none,
81,44004,554,108.3,108.7,56.0,96.8,0.485,7.01,1.1,101,True,none,
82,44562,558,107.5,108.9,53.8,97.3,0.561,7.54,2.6,99,True,none,
83,45092,529,113.4,109.1,54.7,97.3,0.545,7.3,0.2,99,True,none,
84,45638,547,109.7,108.6,53.3,98.4,0.491,7.05,0.7,100,True,none,
85,46179,541,110.9,109.9,55.3,98.2,0.546,7.66,0.6,101,True,none,
86,46742,563,106.6,109.6,55.6,96.2,0.508,6.97,0.2,102,True,none,
87,47294,551,108.9,109.8,54.4,99.3,0.508,6.96,2.8,99,True,none,
88,47843,550,109.1,109.0,54.0,96.4,0.548,7.49,3.1,101,True,none,
89,48386,543,110.5,109.2,54.6,96.6,0.53,7.08,2.3,101,True,none,
90,48920,534,112.4,109.4,55.0,98.3,0.493,7.52,7.6,100,True,none,
91,49454,534,112.4,110.6,55.1,98.6,0.513,7.18,0.7,102,True,none,
92,49995,541,110.9,111.0,55.5,97.2,0.468,7.79,4.0,103,True,none,
93,50559,564,106.4,110.5,53.7,97.7,0.468,6.65,0.8,100,True,none,
94,51091,532,112.8,110.9,54.7,98.2,0.491,7.63,2.3,100,True,none,
95,51614,523,114.7,111.4,54.5,98.4,0.463,8.22,3.8,97,True,none,
96,52147,533,112.6,111.4,55.4,97.5,0.465,7.82,2.4,102,True,none,
97,52706,559,107.3,110.7,55.6,98.7,0.535,6.67,2.0,100,True,none,
98,53257,551,108.9,111.2,53.9,98.3,0.485,7.33,2.3,99,True,none,
99,53794,537,111.7,111.0,53.6,97.1,0.491,7.43,0.4,100,True,none,
100,54333,539,111.3,110.3,55.7,96.2,0.494,7.65,4.3,92,True,none,
101,54906,573,104.7,108.7,55.4,98.2,0.532,6.77,1.4,102,True,none,
102,55464,558,107.5,108.8,53.5,98.2,0.482,7.28,4.7,100,True,none,
103,56008,544,110.3,109.1,55.2,97.0,0.511,7.73,0.2,99,True,none,
104,56535,527,113.9,109.4,55.9,98.5,0.461,7.65,2.5,105,True,none,
105,57094,559,107.3,108.7,52.9,97.8,0.534,6.48,1.2,99,True,none,
106,57643,549,109.3,109.6,55.1,98.0,0.512,7.55,0.9,98,True,none,
107,58187,544,110.3,110.2,54.8,96.5,0.48,7.13,1.6,97,True,none,
108,58727,540,111.1,110.3,54.5,97.6,0.535,7.7,3.1,105,True,none,
109,59259,532,112.8,110.1,53.9,99.3,0.493,7.14,1.3,99,True,none,
110,59806,547,109.7,110.6,54.2,98.7,0.481,7.1,2.1,99,True,none,
111,60364,558,107.5,110.3,54.1,97.6,0.514,7.48,1.8,102,True,none,
112,60888,524,114.5,111.1,55.1,98.0,0.491,7.96,1.1,101,True,none,
113,61413,525,114.3,111.7,54.7,99.4,0.459,7.83,5.7,101,True,none,
114,61994,581,103.3,109.7,55.0,97.8,0.467,6.57,1.6,98,True,none,
115,62535,541,110.9,109.9,55.3,96.9,0.494,7.73,1.1,103,True,none,
116,63069,534,112.4,110.9,54.6,97.7,0.511,7.84,2.8,104,True,none,
117,63622,553,108.5,109.7,56.0,96.7,0.542,7.92,3.2,102,True,none,
118,64180,558,107.5,108.4,54.3,98.8,0.484,6.97,3.9,102,True,none,
119,64727,547,109.7,109.8,54.0,98.2,0.484,7.44,0.1,98,True,none,
120,65275,548,109.5,109.5,55.7,98.5,0.478,7.07,2.0,100,True,none,
121,65822,547,109.7,109.0,55.3,98.9,0.554,6.72,1.7,99,True,none,
122,66381,559,107.3,108.7,54.8,96.2,0.539,6.74,0.6,96,True,none,
123,66923,542,110.7,109.4,54.1,97.0,0.469,7.48,1.2,102,True,none,
124,67469,546,109.9,109.4,53.9,97.2,0.515,7.07,4.8,103,True,none,
125,68018,549,109.3,109.4,55.1,97.3,0.518,7.42,2.5,99,True,none,
126,68544,526,114.1,110.2,56.7,97.1,0.485,7.56,1.3,99,True,none,
127,69088,544,110.3,110.8,53.8,97.6,0.477,6.65,2.9,101,True,none,
128,69625,537,111.7,111.0,55.7,96.5,0.479,8.01,6.0,104,True,none,
129,70176,551,108.9,110.8,54.3,97.7,0.477,7.1,3.6,100,True,none,
130,70702,526,114.1,111.8,54.2,98.8,0.486,7.98,3.9,103,True,none,
131,71241,539,111.3,111.2,53.9,98.5,0.518,7.87,4.6,100,True,none,
132,71777,536,111.9,111.6,55.8,99.5,0.498,7.59,5.1,102,True,none,
133,72331,554,108.3,110.9,55.5,97.5,0.491,6.99,0.9,98,True,none,
134,72903,572,104.9,110.0,55.1,97.8,0.504,6.69,2.5,101,True,none,
135,73448,545,110.1,109.2,55.5,98.4,0.467,7.56,2.0,98,True,none,
136,74008,560,107.1,108.4,54.8,96.3,0.507,6.46,0.4,103,True,none,
137,74574,566,106.0,107.3,53.6,97.9,0.489,6.74,0.6,101,True,none,
138,75104,530,113.2,108.2,56.0,98.5,0.468,7.78,2.0,104,True,none,
139,75630,526,114.1,110.0,56.8,96.7,0.505,8.58,1.8,103,True,none,
140,76160,530,113.2,110.6,55.8,99.5,0.471,7.5,7.4,101,True,none,
141,76732,572,104.9,110.1,55.7,98.3,0.506,6.54,4.2,101,True,none,
142,77282,550,109.1,110.8,54.1,97.5,0.539,7.03,0.2,103,True,none,
143,77862,580,103.4,108.8,54.3,98.1,0.513,6.41,1.3,102,True,none,
144,78395,533,112.6,108.5,57.5,97.5,0.496,7.51,0.8,104,True,none,
145,78892,497,120.7,109.8,55.2,96.9,0.492,8.51,2.6,103,True,none,
146,79439,546,109.9,110.9,53.8,96.2,0.523,6.74,0.5,104,True,none,
147,79976,537,111.7,111.4,55.2,99.1,0.488,7.52,5.2,100,True,none,
148,80508,532,112.8,113.4,54.5,96.6,0.481,7.92,3.3,103,True,none,
149,81068,560,107.1,112.3,53.5,97.8,0.515,6.71,7.4,103,True,none,
150,81603,535,112.1,110.7,54.0,97.5,0.511,7.72,1.9,106,True,none,
151,82149,547,109.7,110.7,54.9,98.5,0.507,7.58,4.3,106,True,none,
152,82699,550,109.1,110.1,54.4,100.0,0.564,6.77,0.7,100,True,none,
153,83246,547,109.7,109.5,56.1,98.0,0.531,7.57,0.8,102,True,none,
154,83786,540,111.1,110.3,55.3,98.2,0.536,7.5,0.0,104,True,none,
155,84297,510,117.6,111.4,55.0,97.3,0.497,8.47,2.0,102,True,none,
156,84841,544,110.3,111.5,55.9,95.3,0.494,7.61,3.9,105,True,none,
157,85408,568,105.6,110.7,56.3,98.9,0.475,6.91,1.6,102,True,none,
158,85928,519,115.6,111.9,54.1,96.9,0.494,7.97,3.5,100,True,none,
159,86497,570,105.3,110.7,56.7,97.4,0.484,7.04,4.9,102,True,none,
160,87062,565,106.2,108.5,55.8,98.0,0.477,7.2,1.6,102,True,none,
161,87585,523,114.7,109.3,55.7,97.7,0.527,8.03,0.1,102,True,none,
162,88124,539,111.3,110.5,55.8,98.4,0.515,7.54,0.4,102,True,none,
163,88666,542,110.7,109.5,57.0,98.9,0.512,7.83,0.4,102,True,none,
164,89229,563,106.6,109.8,55.3,97.9,0.509,6.96,0.4,106,True,none,
165,89776,546,109.9,110.6,54.4,97.2,0.495,6.79,2.6,101,True,none,
166,90316,540,111.1,109.9,50.0,100.0,0.471,6.91,5.7,144,True,none,
167,90819,503,119.3,111.4,54.8,93.2,0.521,8.67,0.5,140,False,none,
168,91350,531,113.0,111.8,52.7,98.9,0.45,7.66,3.7,137,True,none,
169,91904,554,108.3,112.2,53.9,97.6,0.461,6.85,0.5,144,True,none,
170,92445,541,110.9,112.4,54.0,98.3,0.495,7.12,5.7,137,True,none,
171,92974,529,113.4,112.9,50.9,99.4,0.44,6.84,1.4,138,True,none,
172,93499,525,114.3,111.9,53.3,91.9,0.494,8.06,2.3,144,False,none,
173,94001,502,119.5,113.2,51.4,90.8,0.44,8.82,1.5,143,False,none,
174,94533,532,112.8,114.1,51.4,90.5,0.519,6.8,2.8,141,False,let_chest_up,4.0
175,95079,546,109.9,113.9,48.0,97.4,0.483,6.29,1.0,137,False,none,
176,95606,527,113.9,114.0,52.2,93.8,0.528,7.38,7.0,140,False,none,
177,96138,532,112.8,113.7,49.2,90.4,0.517,6.74,5.4,136,False,none,
178,96710,572,104.9,110.7,51.6,89.1,0.545,5.97,1.4,144,False,none,
179,97199,489,122.7,112.5,48.9,89.4,0.531,8.07,1.3,146,False,none,
180,97698,499,120.2,114.5,50.9,89.6,0.484,8.12,3.2,141,False,none,
181,98205,507,118.3,115.4,50.7,89.1,0.512,7.79,3.2,145,False,none,
182,98712,507,118.3,116.6,45.8,89.4,0.462,6.89,3.3,141,False,none,
183,99237,525,114.3,118.7,47.9,87.1,0.49,6.92,4.5,142,False,none,
184,99711,474,126.6,119.4,46.3,85.0,0.506,7.96,1.5,141,False,push_harder,3.0
185,100187,476,126.1,120.5,45.8,85.4,0.536,7.75,2.7,143,False,none,
186,100691,504,119.0,120.7,45.0,93.4,0.47,7.5,3.8,140,False,none,
187,101184,493,121.7,121.4,45.1,82.8,0.528,7.68,3.7,138,False,none,
188,101673,489,122.7,123.2,44.3,81.5,0.535,6.96,3.0,143,False,none,
189,102149,476,126.1,123.1,47.1,83.1,0.502,8.39,1.7,137,False,none,
190,102657,508,118.1,121.5,42.5,80.9,0.479,6.52,3.3,138,False,none,
191,103151,494,121.5,122.0,41.1,82.9,0.54,6.68,4.6,147,False,none,
192,103630,479,125.3,122.6,43.7,84.4,0.466,6.95,1.5,141,False,none,
193,104126,496,121.0,122.3,43.0,77.3,0.538,7.2,3.4,143,False,none,
194,104659,533,112.6,119.5,42.0,81.3,0.497,5.81,0.7,135,False,none,
195,105133,474,126.6,121.2,44.7,80.4,0.524,7.69,1.3,149,False,slower,2.0
196,105613,480,125.0,121.9,44.2,76.3,0.506,8.13,4.2,135,False,none,
197,106049,436,137.6,124.0,41.1,80.6,0.521,8.8,1.2,144,False,none,
198,106512,463,129.6,125.7,38.6,74.3,0.492,6.66,0.8,147,False,none,
199,107006,494,121.5,127.8,40.0,80.0,0.457,6.42,6.9,143,False,none,
200,107473,467,128.5,128.2,39.5,82.5,0.512,6.99,3.6,136,False,none,
201,107962,489,122.7,127.7,39.7,75.6,0.584,6.47,3.3,145,False,none,
202,108405,443,135.4,127.3,38.0,72.7,0.489,7.74,1.2,146,False,none,
203,108870,465,129.0,127.2,39.1,78.5,0.527,7.29,1.5,145,False,none,
204,109336,466,128.8,128.8,41.3,73.4,0.444,7.15,0.5,140,False,none,
205,109793,457,131.3,129.3,40.8,72.9,0.48,8.04,4.1,143,False,none,
206,110257,464,129.3,130.7,38.9,73.6,0.513,6.56,1.3,149,False,slower,2.0
207,110730,473,126.8,129.0,40.1,73.0,0.554,6.87,2.8,149,False,none,
208,111177,447,134.2,130.0,36.7,68.7,0.464,6.91,2.4,145,False,none,
209,111639,462,129.9,130.3,37.5,71.0,0.507,6.88,2.4,148,False,none,
210,112079,440,136.4,131.2,35.9,67.7,0.45,7.39,1.2,143,False,none,
211,112562,483,124.2,130.2,39.1,69.0,0.507,6.26,4.2,147,False,none,
212,112983,421,142.5,133.2,37.2,71.2,0.482,8.56,0.2,148,False,none,
213,113426,443,135.4,133.4,33.7,67.9,0.505,6.63,3.3,138,False,none,
214,113891,465,129.0,133.2,33.4,70.4,0.474,6.34,4.7,144,False,none,
215,114353,462,129.9,131.9,37.1,68.1,0.497,7.13,3.2,142,False,none,
216,114778,425,141.2,135.4,37.1,75.5,0.518,7.49,1.7,147,False,none,
217,115244,466,128.8,132.7,35.1,66.4,0.483,6.12,0.5,145,False,none,
218,115703,459,130.7,131.8,30.7,62.2,0.522,5.3,0.1,144,False,slower,2.0
219,116133,430,139.5,133.8,32.8,61.6,0.479,7.03,1.9,145,False,none,
220,116559,426,140.8,136.0,28.3,63.7,0.484,6.25,1.6,139,False,none,
221,116965,406,147.8,137.2,35.5,63.5,0.504,8.08,2.9,143,False,none,
222,117406,441,136.1,138.8,35.5,65.8,0.495,6.93,5.7,144,False,none,
223,117853,447,134.2,139.5,27.3,62.1,0.496,5.39,0.4,143,False,none,
224,118273,420,142.9,140.2,33.3,66.3,0.528,7.93,4.7,144,False,none,
225,118758,485,123.7,136.4,32.6,70.5,0.54,5.95,2.6,150,False,none,
226,119174,416,144.2,135.8,27.5,63.0,0.451,6.31,3.7,147,False,none,
227,119622,448,133.9,135.4,33.5,66.2,0.486,6.56,5.2,150,False,none,
228,120048,426,140.8,136.7,30.1,64.3,0.486,6.47,5.7,149,False,none,
229,120491,443,135.4,135.3,28.9,64.5,0.48,5.82,2.8,147,False,none,
230,120924,433,138.6,138.5,28.7,64.5,0.506,6.12,0.3,143,False,slower,2.0
231,121352,428,140.2,137.7,30.2,63.6,0.498,7.02,3.0,146,False,none,
232,121799,447,134.2,137.8,27.8,62.2,0.482,5.57,1.7,144,False,none,
233,122217,418,143.5,138.3,28.9,62.2,0.479,6.45,2.1,153,False,none,
234,122643,426,140.8,139.4,27.4,59.6,0.494,6.15,1.1,143,False,none,
235,123076,433,138.6,139.4,29.4,61.1,0.488,6.41,0.6,143,False,none,
236,123502,426,140.8,139.5,30.6,59.1,0.46,6.51,0.4,150,False,none,
237,123926,424,141.5,141.0,29.9,67.4,0.518,6.33,2.1,147,False,none,
238,124345,419,143.2,141.0,31.4,64.8,0.53,6.47,2.0,152,False,none,
239,124775,430,139.5,140.7,28.3,60.8,0.532,6.11,2.6,145,False,none,
240,125200,425,141.2,141.2,32.6,64.9,0.516,7.27,0.1,147,False,none,
241,125634,434,138.2,140.7,27.0,60.9,0.484,5.54,2.8,144,False,none,
242,126083,449,133.6,139.1,29.8,57.9,0.479,5.94,1.6,143,False,slower,2.0
243,126516,433,138.6,138.2,27.1,64.7,0.484,5.71,0.1,144,False,none,
244,126951,435,137.9,137.9,33.3,58.9,0.467,6.86,0.1,154,False,none,
245,127380,429,139.9,137.6,27.9,62.4,0.503,6.54,3.5,145,False,none,
246,127793,413,145.3,139.0,31.4,61.8,0.469,7.46,3.4,137,False,none,
247,128211,418,143.5,141.0,31.8,66.6,0.567,7.43,2.3,145,False,none,
248,128659,448,133.9,140.0,31.7,63.9,0.507,6.19,6.5,145,False,none,
249,129085,426,140.8,140.6,24.1,59.2,0.495,5.32,0.9,144,False,none,
250,129495,410,146.3,141.8,31.2,64.4,0.515,7.28,5.5,149,False,none,
251,129935,440,136.4,140.1,31.5,61.2,0.509,6.54,7.0,152,False,none,
252,130373,438,137.0,138.8,31.9,63.6,0.524,6.51,1.9,154,False,none,
253,130812,439,136.7,139.3,28.8,61.7,0.535,5.97,1.0,142,False,none,
254,131230,418,143.5,139.9,27.6,64.3,0.494,6.47,3.3,152,False,slower,2.0
255,131653,423,141.8,139.0,29.9,62.8,0.477,6.56,0.4,149,False,none,
256,132073,420,142.9,140.3,29.7,60.8,0.451,7.03,1.7,143,False,none,
257,132505,432,138.9,140.7,30.2,67.8,0.507,5.97,1.1,149,False,none,
258,132946,441,136.1,140.6,26.7,66.0,0.513,5.12,0.3,145,False,none,
259,133364,418,143.5,140.6,29.0,59.6,0.526,6.87,0.0,147,False,none,
260,133772,408,147.1,141.6,29.6,69.5,0.5,6.52,1.2,154,False,none,
261,134184,412,145.6,142.1,28.3,61.0,0.481,6.83,3.5,146,False,none,
262,134642,458,131.0,140.4,32.5,62.0,0.512,6.26,4.4,147,False,none,
263,135056,414,144.9,142.2,27.8,63.2,0.468,6.45,1.7,146,False,none,
264,135515,459,130.7,139.5,31.8,68.2,0.499,5.83,4.0,151,False,none,
265,135941,426,140.8,138.3,24.1,67.8,0.505,5.34,0.2,151,False,none,
266,136383,442,135.7,136.4,27.4,63.6,0.47,5.47,1.1,151,False,slower,2.0
267,136823,440,136.4,137.6,31.4,57.4,0.46,6.23,0.6,151,False,none,
268,137271,448,133.9,135.4,30.1,61.9,0.498,6.06,1.3,148,False,none,
269,137701,430,139.5,137.2,30.8,63.2,0.527,6.68,3.2,152,False,none,
270,138125,424,141.5,137.4,28.6,65.9,0.535,6.4,1.1,143,False,none,
271,138534,409,146.7,139.5,28.1,59.5,0.544,6.57,3.5,147,False,none,
272,138992,458,131.0,138.3,32.4,65.7,0.527,6.19,3.8,147,False,none,
273,139416,424,141.5,139.9,27.6,55.6,0.495,6.38,1.2,145,False,none,
274,139860,444,135.1,139.0,32.7,60.1,0.506,7.25,6.8,142,False,none,
275,140312,452,132.7,137.2,29.8,62.7,0.49,5.86,3.6,153,False,none,
276,140740,428,140.2,136.0,30.5,65.8,0.487,6.63,10.1,148,False,none,
277,141157,417,143.9,138.6,29.1,59.9,0.448,6.76,2.5,154,False,none,
278,141584,427,140.5,138.4,29.4,61.2,0.553,6.63,5.7,148,False,slower,2.0
279,142008,424,141.5,139.7,31.8,58.6,0.499,6.95,4.1,147,False,none,
280,142425,417,143.9,142.0,31.0,68.0,0.517,7.01,2.0,154,False,none,
281,142862,437,137.3,141.4,32.2,62.6,0.492,6.54,2.8,153,False,none,
282,143270,408,147.1,142.0,31.7,55.0,0.5,7.97,0.8,161,False,none,
283,143688,418,143.5,142.6,30.4,62.6,0.501,6.92,3.9,150,False,none,
284,144116,428,140.2,142.3,29.6,66.4,0.498,6.44,3.9,149,False,none,
285,144541,425,141.2,141.8,32.5,62.2,0.52,7.07,2.6,156,False,none,
286,144980,439,136.7,141.6,24.5,63.0,0.483,4.71,1.7,149,False,none,
287,145392,412,145.6,141.4,30.6,67.1,0.537,7.37,3.3,152,False,none,
288,145798,406,147.8,142.2,28.6,65.4,0.5,7.07,5.7,153,False,none,
289,146210,412,145.6,143.3,34.3,62.0,0.478,7.87,1.9,150,False,none,
290,146626,416,144.2,143.9,28.4,68.8,0.555,6.76,3.5,154,False,slower,2.0
291,147055,429,139.9,144.6,28.4,61.6,0.501,5.96,0.7,150,False,none,
292,147462,407,147.4,144.9,28.0,61.4,0.466,6.34,1.5,150,False,none,
293,147878,416,144.2,144.2,28.3,59.1,0.512,6.2,2.7,150,False,none,
294,148297,419,143.2,143.7,30.8,65.1,0.527,7.4,1.4,152,False,none,
295,148732,435,137.9,142.5,28.4,61.6,0.533,6.03,1.5,153,False,none,
296,149162,430,139.5,142.4,30.5,60.8,0.485,6.66,0.2,165,False,none,
297,149595,433,138.6,140.6,30.2,61.6,0.508,6.77,4.2,150,False,none,
