compression_idx,timestamp_ms,interval_ms,instantaneous_rate_bpm,rolling_rate_bpm,estimated_depth_mm,recoil_pct,duty_cycle,peak_accel_mps2,wrist_angle_deg,rescuer_hr_bpm,is_quality_good,instruction,instruction_priority
58,31102,531,113.0,118.5,29.8,97.6,0.515,4.65,2.2,114,False,none,
59,31690,588,102.0,114.8,34.9,100.0,0.501,3.84,0.8,119,False,none,
60,32301,611,98.2,109.0,43.2,100.0,0.503,5.29,0.2,112,False,none,
61,32899,598,100.3,105.6,48.4,100.0,0.521,5.11,3.1,115,False,push_harder,3.0
62,33434,535,112.1,104.8,43.3,89.1,0.566,6.23,2.9,118,False,none,
63,34179,745,80.5,97.5,57.8,88.1,0.492,3.85,4.0,112,False,none,
64,34995,816,73.5,90.8,66.7,91.5,0.562,3.76,1.2,111,False,none,
65,35791,796,75.4,86.0,61.9,89.3,0.539,3.57,0.9,112,False,none,
66,36453,662,90.6,84.4,61.6,72.0,0.496,5.91,2.6,113,False,none,
67,37009,556,107.9,83.9,65.1,71.1,0.549,8.73,0.7,105,False,none,
68,37668,659,91.0,86.0,67.1,74.4,0.464,6.06,0.1,119,False,none,
69,38225,557,107.7,92.9,63.5,75.1,0.462,7.85,5.2,121,False,faster,2.0
70,38740,515,116.5,101.7,56.4,81.3,0.497,7.72,2.8,120,False,none,
71,39161,421,142.5,110.8,52.8,80.3,0.44,11.7,1.4,112,False,none,
72,39634,473,126.8,114.3,57.4,87.2,0.503,9.71,0.9,115,False,none,
73,40076,442,135.7,124.6,62.9,83.6,0.518,12.72,0.9,108,False,none,
74,40505,429,139.9,131.6,55.1,93.9,0.559,12.14,1.2,107,False,none,
75,40913,408,147.1,138.1,53.5,99.3,0.525,12.63,5.1,103,False,none,
76,41391,478,125.5,134.5,46.4,94.0,0.537,8.16,2.2,116,False,none,
77,41885,494,121.5,133.3,44.8,95.3,0.533,7.39,3.2,111,False,none,
78,42387,502,119.5,129.8,41.1,92.1,0.52,6.54,1.6,111,False,none,
79,42831,444,135.1,129.0,50.8,100.0,0.461,10.06,2.0,113,False,none,
80,43311,480,125.0,125.1,38.4,90.6,0.534,6.61,4.1,110,False,slower,2.0
81,43792,481,124.7,124.9,45.4,95.2,0.485,7.36,4.2,117,False,none,
82,44387,595,100.8,119.9,38.6,95.5,0.561,3.91,3.0,118,False,none,
83,44942,555,108.1,117.4,36.0,90.0,0.474,4.68,3.2,117,False,none,
84,45661,719,83.4,106.0,48.6,88.2,0.508,3.69,0.8,122,False,none,
85,46363,702,85.5,98.3,43.8,78.4,0.501,3.49,3.5,107,False,none,
86,47192,829,72.4,88.2,43.0,81.5,0.543,2.59,1.6,121,False,none,
87,47918,726,82.6,85.0,36.3,78.7,0.508,2.96,0.3,127,False,none,
88,48602,684,87.7,82.0,42.0,82.8,0.51,3.54,0.4,118,False,faster,2.0
89,49288,686,87.5,82.7,50.7,91.0,0.466,4.09,0.3,117,False,none,
90,49806,518,115.8,87.1,54.2,92.5,0.491,8.36,3.1,101,False,none,
91,50418,612,98.0,93.0,48.1,97.2,0.502,5.34,0.4,114,False,none,
92,51001,583,102.9,97.3,60.9,93.1,0.494,7.61,0.4,117,False,none,
93,51448,447,134.2,105.4,57.8,100.0,0.529,11.66,0.3,116,True,none,
94,51903,455,131.9,114.7,58.3,85.1,0.487,10.73,3.2,122,False,none,
95,52443,540,111.1,113.8,61.4,95.6,0.452,8.1,1.8,113,False,none,
96,52885,442,135.7,121.6,64.5,96.0,0.469,13.4,3.8,119,False,none,
97,53334,449,133.6,128.6,64.9,100.0,0.52,12.91,2.4,107,False,none,
98,53765,431,139.2,129.5,61.3,100.0,0.512,13.13,2.8,119,False,slower,2.0
99,54139,374,160.4,134.2,65.6,97.4,0.513,18.75,0.0,125,False,none,
100,54619,480,125.0,137.9,54.1,87.9,0.477,9.62,0.0,119,False,none,
101,55089,470,127.7,136.1,59.7,85.3,0.52,10.15,0.9,114,False,none,
102,55532,443,135.4,136.5,64.5,86.2,0.531,13.06,0.3,108,False,none,
103,56011,480,125.0,133.5,69.0,86.3,0.5,11.96,0.2,118,False,none,
104,56650,639,93.9,119.4,54.4,81.6,0.504,5.1,1.9,108,False,none,
105,57187,537,111.7,116.8,52.2,74.8,0.47,7.12,3.9,115,False,none,
106,57684,497,120.7,115.6,57.7,75.7,0.501,9.61,0.2,112,False,none,
107,58334,650,92.3,107.0,49.1,63.2,0.541,4.71,3.5,108,False,none,
108,59099,765,78.4,97.2,35.6,80.9,0.5,2.4,1.0,121,False,faster,2.0
109,59706,607,98.8,98.2,44.4,93.8,0.53,4.27,4.1,116,False,none,
110,60652,946,63.4,86.6,40.7,98.8,0.486,1.84,0.6,117,False,none,
111,61221,569,105.4,84.8,36.9,94.9,0.525,5.03,0.0,110,False,none,
112,61937,716,83.8,83.3,42.3,100.0,0.475,3.09,0.6,127,False,none,
113,62535,598,100.3,87.3,41.1,100.0,0.526,4.53,3.3,120,False,none,
114,63100,565,106.2,88.4,36.2,100.0,0.472,4.77,1.2,119,False,none,
115,63607,507,118.3,101.5,40.0,88.4,0.467,5.05,2.4,119,False,none,
116,64155,548,109.5,102.2,41.9,97.3,0.504,5.79,0.4,112,False,push_harder,3.0
117,64559,404,148.5,114.4,46.0,92.7,0.475,10.8,0.7,117,False,none,
118,64978,419,143.2,122.8,39.5,80.9,0.495,9.25,0.3,115,False,none,
119,65372,394,152.3,132.0,40.3,87.7,0.543,10.08,2.4,120,False,none,
120,65812,440,136.4,136.1,47.2,87.6,0.519,9.78,3.1,117,False,none,
121,66294,482,124.5,140.3,52.2,81.2,0.477,8.51,4.8,112,False,none,
122,66719,425,141.2,138.9,45.2,76.5,0.488,10.93,1.0,126,False,none,
123,67216,497,120.7,134.0,48.2,75.9,0.521,7.91,0.7,118,False,none,
124,67709,493,121.7,128.4,52.8,71.8,0.466,8.37,7.4,108,False,none,
125,68179,470,127.7,126.7,56.6,84.8,0.508,10.32,2.4,114,False,none,
126,68687,508,118.1,125.4,56.4,82.3,0.463,8.19,2.5,120,False,none,
127,69279,592,101.4,117.2,63.0,84.7,0.438,6.75,1.6,120,False,ease_up,3.0
128,69890,611,98.2,112.2,61.3,99.1,0.461,5.81,4.6,122,False,none,
129,70644,754,79.6,102.2,63.1,85.5,0.505,4.45,2.1,117,False,none,
130,71289,645,93.0,96.5,56.8,91.3,0.529,5.84,4.4,112,False,none,
131,72147,858,69.9,86.7,65.4,100.0,0.473,3.56,1.8,113,False,none,
132,72864,717,83.7,83.7,55.7,99.4,0.492,3.96,1.0,114,False,none,
133,73474,610,98.4,83.7,67.3,87.2,0.495,7.06,1.9,120,False,none,
134,74091,617,97.2,87.0,52.9,95.1,0.432,5.43,1.2,112,False,none,
135,74689,598,100.3,88.2,57.7,90.8,0.517,6.29,1.9,121,False,faster,2.0
136,75339,650,92.3,94.0,54.4,90.8,0.466,5.18,2.7,119,False,none,
137,75814,475,126.3,101.7,50.7,81.2,0.508,8.7,0.1,119,False,none,
138,76302,488,123.0,106.1,44.6,72.4,0.485,6.95,1.3,126,False,none,
139,76762,460,130.4,112.3,36.0,78.9,0.469,7.13,1.7,115,False,none,
140,77177,415,144.6,120.6,54.8,68.6,0.489,12.71,0.1,120,False,none,
141,77596,419,143.2,132.9,31.6,73.7,0.489,7.07,2.8,113,False,none,
142,78038,442,135.7,134.9,42.9,84.7,0.458,9.14,1.6,119,False,none,
143,78456,418,143.5,139.3,35.5,80.1,0.513,7.5,0.3,111,False,none,
144,78869,413,145.3,142.4,41.3,87.8,0.526,9.44,2.7,122,False,none,
145,79303,434,138.2,141.1,29.1,88.0,0.473,6.28,2.6,122,False,none,
146,79846,543,110.5,133.3,44.4,88.8,0.454,6.01,3.4,112,False,slower,2.0
147,80323,477,125.8,131.3,38.6,92.2,0.492,6.73,1.5,116,False,none,
148,80822,499,120.2,126.8,41.7,96.1,0.556,6.76,3.1,120,False,none,
149,81292,470,127.7,123.8,47.4,98.0,0.517,8.64,3.4,117,False,none,
150,81775,483,124.2,121.4,49.3,95.1,0.521,8.56,0.9,122,False,none,
151,82341,566,106.0,120.2,40.5,100.0,0.499,4.95,0.3,122,False,none,
152,83041,700,85.7,110.4,53.5,100.0,0.519,4.37,5.0,127,True,none,
153,83692,650,92.3,104.6,57.0,96.0,0.507,5.63,8.0,119,True,none,
154,84315,623,96.3,99.3,52.4,93.6,0.537,5.47,2.0,127,False,none,
155,84905,591,101.5,95.8,70.7,88.6,0.486,8.21,2.1,125,False,none,
156,85561,655,91.6,93.2,63.0,75.1,0.434,5.6,1.7,120,False,faster,2.0
157,86372,811,74.0,90.1,63.5,81.5,0.468,3.85,0.1,126,False,none,
158,87008,636,94.3,90.5,51.5,74.0,0.482,5.08,0.8,123,False,none,
159,87657,649,92.4,89.8,60.4,85.5,0.508,5.97,3.5,121,False,none,
160,88216,559,107.3,90.6,65.3,78.4,0.457,8.28,2.1,114,False,none,
161,88800,584,102.7,92.6,66.6,71.1,0.48,7.68,0.8,120,False,none,
162,89264,464,129.3,103.7,64.7,85.2,0.452,11.76,4.7,124,False,none,
163,89758,494,121.5,109.1,51.5,80.8,0.474,8.59,1.0,119,False,none,
