compression_idx,timestamp_ms,interval_ms,instantaneous_rate_bpm,rolling_rate_bpm,estimated_depth_mm,recoil_pct,duty_cycle,peak_accel_mps2,wrist_angle_deg,rescuer_hr_bpm,is_quality_good,instruction,instruction_priority
114,62445,544,110.3,110.6,53.6,98.7,0.507,7.8,0.9,99,True,none,
115,63013,568,105.6,109.6,54.9,98.3,0.506,6.77,1.3,99,True,none,
116,63534,521,115.2,109.5,55.1,97.3,0.511,7.56,1.7,100,True,none,
117,64067,533,112.6,110.5,54.4,99.9,0.485,6.91,1.3,95,True,none,
118,64631,564,106.4,109.9,55.2,97.4,0.497,7.12,2.0,95,True,none,
119,65146,515,116.5,111.1,53.5,97.3,0.511,8.03,0.7,98,True,none,
120,65723,577,104.0,110.7,54.9,99.1,0.513,6.65,1.7,98,True,none,
121,66284,561,107.0,109.1,55.2,98.7,0.554,7.36,2.0,98,True,none,
122,66806,522,114.9,109.5,55.1,97.3,0.443,7.79,1.3,100,True,none,
123,67315,509,117.9,111.8,53.4,98.8,0.499,8.27,2.9,99,True,none,
124,67842,527,113.9,111.3,56.5,98.9,0.439,8.04,0.6,97,True,none,
125,68378,536,111.9,113.0,54.0,97.7,0.517,7.61,1.7,102,True,none,
126,68927,549,109.3,113.5,55.1,97.4,0.519,7.33,2.7,99,True,none,
127,69456,529,113.4,113.2,56.3,98.2,0.506,7.74,5.2,102,True,none,
128,69999,543,110.5,111.8,54.7,98.4,0.564,7.15,0.1,99,True,none,
129,70537,538,111.5,111.3,55.0,98.1,0.45,7.2,0.8,99,True,none,
130,71089,552,108.7,110.7,54.5,99.6,0.531,6.62,0.7,96,True,none,
131,71615,526,114.1,111.6,56.1,98.0,0.453,8.27,2.0,98,True,none,
132,72171,556,107.9,110.5,54.4,98.4,0.48,7.02,1.7,99,True,none,
133,72735,564,106.4,109.6,55.5,97.6,0.448,6.04,3.4,100,True,none,
134,73265,530,113.2,110.0,53.7,99.2,0.514,7.65,0.1,97,True,none,
135,73789,524,114.5,111.1,56.0,97.5,0.526,7.92,4.5,95,True,none,
136,74332,543,110.5,110.4,54.7,100.0,0.507,7.45,3.1,99,True,none,
137,74876,544,110.3,110.9,54.9,98.0,0.498,7.34,2.2,100,True,none,
138,75388,512,117.2,113.1,55.9,98.3,0.496,7.55,6.3,100,True,none,
139,75909,521,115.2,113.5,55.6,96.9,0.507,8.66,0.6,97,True,none,
140,76456,547,109.7,112.5,55.2,98.4,0.532,7.26,0.6,103,True,none,
141,77012,556,107.9,111.9,55.6,96.9,0.477,6.76,0.9,102,True,none,
142,77562,550,109.1,111.7,55.3,98.4,0.529,7.36,0.7,102,True,none,
143,78079,517,116.1,111.5,55.6,98.7,0.504,8.62,0.5,98,True,none,
144,78625,546,109.9,110.5,53.9,96.6,0.435,6.88,3.0,102,True,none,
145,79154,529,113.4,111.2,56.6,99.0,0.49,8.67,2.9,97,True,none,
146,79756,602,99.7,109.3,53.6,96.4,0.517,6.57,4.2,101,True,none,
147,80310,554,108.3,109.2,55.8,98.3,0.492,7.15,2.3,99,True,none,
148,80867,557,107.7,107.6,54.0,96.9,0.453,7.29,2.8,99,True,none,
149,81434,567,105.8,106.8,54.0,97.8,0.46,6.34,0.3,100,True,none,
150,81988,554,108.3,105.9,53.4,98.4,0.541,7.04,0.7,99,True,none,
151,82525,537,111.7,108.3,55.1,98.5,0.48,7.56,2.1,99,True,none,
152,83110,585,102.6,107.1,53.8,97.3,0.537,6.47,0.9,97,True,none,
153,83664,554,108.3,107.3,54.2,100.0,0.512,7.06,1.9,96,True,none,
154,84208,544,110.3,108.1,55.0,97.9,0.459,8.01,1.7,101,True,none,
155,84796,588,102.0,106.8,54.2,99.6,0.549,6.02,1.7,102,True,none,
156,85341,545,110.1,106.5,54.4,97.0,0.477,6.87,0.1,97,True,none,
157,85859,518,115.8,109.1,55.3,98.8,0.464,8.25,3.7,95,True,none,
158,86398,539,111.3,109.7,54.3,97.9,0.472,7.4,1.6,100,True,none,
159,86919,521,115.2,110.7,54.9,97.1,0.518,8.35,3.3,97,True,none,
160,87467,548,109.5,112.3,56.2,98.1,0.491,7.51,0.6,104,True,none,
161,88009,542,110.7,112.4,55.7,99.0,0.515,7.09,5.5,97,True,none,
162,88527,518,115.8,112.4,55.4,100.0,0.497,8.4,0.2,99,True,none,
163,89061,534,112.4,112.7,55.3,98.3,0.477,7.95,0.5,98,True,none,
164,89588,527,113.9,112.4,55.0,98.0,0.525,7.96,0.1,101,True,none,
165,90131,543,110.5,112.6,55.0,96.7,0.494,7.27,1.8,97,True,none,
166,90684,553,108.5,112.1,54.9,98.5,0.496,6.5,2.8,99,True,none,
167,91247,563,106.6,110.3,56.5,99.2,0.49,7.49,0.4,99,True,none,
168,91793,546,109.9,109.8,54.6,98.2,0.536,7.23,1.3,99,True,none,
169,92308,515,116.5,110.3,52.4,98.9,0.446,7.74,3.5,96,True,none,
170,92861,553,108.5,109.9,54.4,95.4,0.506,7.14,4.4,98,True,none,
171,93415,554,108.3,109.8,55.1,97.0,0.472,7.04,0.1,102,True,none,
172,93949,534,112.4,111.0,54.8,99.7,0.494,7.11,4.4,96,True,none,
173,94516,567,105.8,110.2,54.4,99.8,0.482,6.53,6.5,101,True,none,
174,95059,543,110.5,109.1,56.3,99.6,0.48,7.31,1.4,99,True,none,
175,95591,532,112.8,109.9,54.6,98.2,0.48,7.33,3.6,97,True,none,
176,96152,561,107.0,109.6,56.2,98.7,0.545,6.82,4.3,101,True,none,
177,96695,543,110.5,109.2,56.3,98.6,0.528,8.19,1.9,100,True,none,
178,97244,549,109.3,110.0,56.5,98.5,0.475,7.73,1.1,100,True,none,
179,97765,521,115.2,110.9,57.1,96.9,0.524,8.22,0.9,99,True,none,
180,98295,530,113.2,110.9,54.8,98.3,0.522,8.19,1.5,99,True,none,
181,98854,559,107.3,111.0,55.2,96.7,0.518,6.78,1.6,100,True,none,
182,99390,536,111.9,111.3,55.3,99.7,0.447,8.38,1.7,100,True,none,
183,99935,545,110.1,111.5,56.3,98.7,0.474,7.11,0.6,99,True,none,
184,100493,558,107.5,110.0,56.7,98.4,0.482,7.32,3.6,97,True,none,
185,101039,546,109.9,109.3,54.2,98.6,0.487,7.31,2.7,99,True,none,
186,101573,534,112.4,110.3,56.7,97.6,0.447,8.13,4.3,100,True,none,
187,102151,578,103.8,108.7,54.4,100.0,0.56,6.49,4.6,98,True,none,
188,102700,549,109.3,108.5,56.0,98.6,0.5,7.17,2.5,101,True,none,
189,103239,539,111.3,109.2,55.7,99.0,0.494,8.01,3.4,100,True,none,
190,103759,520,115.4,110.3,54.9,97.9,0.556,8.21,3.1,103,True,none,
191,104304,545,110.1,109.8,54.8,97.0,0.546,7.61,5.7,99,True,none,
192,104835,531,113.0,111.8,55.1,96.2,0.452,7.68,1.4,100,True,none,
193,105368,533,112.6,112.4,53.8,95.1,0.486,8.01,5.0,100,True,none,
194,105924,556,107.9,111.7,54.0,98.3,0.494,7.26,0.3,101,True,none,
195,106463,539,111.3,110.9,54.8,98.4,0.492,7.2,4.5,102,True,none,
196,106996,533,112.6,111.4,52.6,98.9,0.515,7.22,0.2,101,True,none,
197,107545,549,109.3,110.7,55.8,96.7,0.499,6.9,1.4,100,True,none,
198,108121,576,104.2,109.0,54.3,97.2,0.502,6.8,3.0,100,True,none,
199,108674,553,108.5,109.1,55.2,97.6,0.412,7.15,3.2,98,True,none,
200,109230,556,107.9,108.4,52.6,97.0,0.478,7.34,0.1,101,True,none,
201,109798,568,105.6,107.1,54.4,97.2,0.549,6.37,0.4,99,True,none,
202,110337,539,111.3,107.4,54.7,96.4,0.596,7.41,0.5,102,True,none,
203,110868,531,113.0,109.2,54.6,99.1,0.48,7.21,2.8,100,True,none,
204,111416,548,109.5,109.4,54.6,99.3,0.475,7.43,1.5,100,True,none,
205,111982,566,106.0,109.0,54.7,97.6,0.468,6.86,6.2,98,True,none,
206,112550,568,105.6,109.0,54.9,98.5,0.53,6.85,0.6,98,True,none,
207,113127,577,104.0,107.5,55.6,98.3,0.491,6.48,1.0,101,True,none,
208,113692,565,106.2,106.2,54.0,99.1,0.482,6.64,6.4,103,True,none,
209,114227,535,112.1,106.7,54.0,97.5,0.489,7.61,0.7,102,True,none,
210,114760,533,112.6,108.0,56.6,97.7,0.487,8.32,3.0,103,True,none,
211,115302,542,110.7,109.0,54.1,98.3,0.506,7.63,1.4,98,True,none,
212,115841,539,111.3,110.5,55.6,97.5,0.558,7.15,0.4,102,True,none,
213,116382,541,110.9,111.5,55.5,98.2,0.533,7.63,1.9,101,True,none,
214,116921,539,111.3,111.4,55.7,99.9,0.496,7.27,3.3,100,True,none,
215,117497,576,104.2,109.6,54.5,97.9,0.487,6.54,2.1,101,True,none,
216,118034,537,111.7,109.8,55.7,98.6,0.524,7.96,1.6,99,True,none,
217,118605,571,105.1,108.5,54.8,97.7,0.452,6.54,2.4,100,True,none,
218,119141,536,111.9,108.7,56.0,99.7,0.535,7.64,0.2,100,True,none,
219,119696,555,108.1,108.1,56.0,98.5,0.52,7.47,8.1,101,True,none,
