compression_idx,timestamp_ms,interval_ms,instantaneous_rate_bpm,rolling_rate_bpm,estimated_depth_mm,recoil_pct,duty_cycle,peak_accel_mps2,wrist_angle_deg,rescuer_hr_bpm,is_quality_good,instruction,instruction_priority
152,82993,542,110.7,112.2,48.3,89.6,0.499,6.93,0.7,102,False,push_harder,3.0
153,83549,556,107.9,112.1,47.1,93.7,0.522,6.43,4.3,104,False,none,
154,84083,534,112.4,111.1,50.0,93.0,0.503,6.54,2.1,105,False,none,
155,84626,543,110.5,110.3,46.7,95.0,0.46,5.98,2.3,101,False,none,
156,85187,561,107.0,109.6,45.7,92.8,0.454,5.85,0.1,104,False,none,
157,85757,570,105.3,108.5,50.1,90.3,0.501,6.0,1.2,102,False,none,
158,86287,530,113.2,109.6,47.2,92.7,0.506,6.42,3.0,100,False,none,
159,86821,534,112.4,109.6,45.9,89.8,0.485,6.04,3.4,104,False,none,
160,87354,533,112.6,110.0,46.4,94.0,0.532,6.95,4.1,105,False,none,
161,87915,561,107.0,110.0,49.4,94.9,0.529,6.05,2.7,103,False,none,
162,88466,551,108.9,110.7,46.2,91.9,0.459,6.09,2.2,103,False,push_harder,3.0
163,89005,539,111.3,110.4,45.9,90.9,0.526,6.35,1.2,101,False,none,
164,89550,545,110.1,109.9,47.4,93.0,0.554,6.29,1.0,98,False,none,
165,90084,534,112.4,109.9,43.8,89.9,0.501,5.85,2.2,102,False,none,
166,90625,541,110.9,110.7,47.2,92.6,0.5,6.4,0.2,99,False,none,
167,91171,546,109.9,110.9,47.7,94.3,0.462,6.48,3.7,100,False,none,
168,91721,550,109.1,110.5,50.0,95.1,0.517,6.43,0.6,100,False,none,
169,92249,528,113.6,111.2,45.4,89.5,0.521,5.96,3.5,99,False,none,
170,92787,538,111.5,111.0,46.7,91.4,0.465,6.57,2.6,100,False,none,
171,93346,559,107.3,110.3,47.2,92.9,0.47,5.65,0.2,106,False,none,
172,93891,545,110.1,110.3,48.8,93.4,0.511,5.84,1.2,103,False,push_harder,3.0
173,94456,565,106.2,109.7,45.1,92.9,0.504,5.14,1.1,104,False,none,
174,95015,559,107.3,108.5,48.2,91.3,0.482,6.57,3.1,104,False,none,
175,95563,548,109.5,108.1,46.6,88.5,0.465,5.99,0.2,104,False,none,
176,96136,573,104.7,107.5,45.6,88.3,0.517,5.65,0.3,106,False,none,
177,96706,570,105.3,106.6,47.3,90.9,0.512,6.29,2.7,107,False,none,
178,97268,562,106.8,106.7,46.6,91.5,0.531,5.86,1.6,105,False,none,
179,97806,538,111.5,107.5,44.6,94.4,0.469,6.3,3.4,105,False,none,
180,98366,560,107.1,107.0,47.2,91.1,0.482,5.67,3.5,101,False,none,
181,98922,556,107.9,107.7,45.0,92.4,0.512,5.82,0.1,102,False,push_harder,3.0
182,99473,551,108.9,108.4,46.9,92.2,0.479,5.9,2.6,105,False,none,
183,100006,533,112.6,109.6,44.3,90.9,0.505,5.91,0.1,104,False,none,
184,100592,586,102.4,107.7,46.0,91.5,0.5,5.33,0.7,103,False,none,
185,101100,508,118.1,109.7,44.8,92.3,0.531,6.39,1.6,102,False,none,
186,101647,547,109.7,110.1,45.9,90.4,0.465,5.87,1.7,103,False,none,
187,102211,564,106.4,109.6,47.6,93.1,0.505,6.4,6.9,105,False,none,
188,102784,573,104.7,108.0,43.3,89.8,0.53,5.43,6.9,100,False,none,
189,103343,559,107.3,109.1,43.1,88.3,0.52,5.71,3.6,103,False,none,
190,103922,579,103.6,106.3,44.2,89.9,0.525,5.33,0.5,102,False,none,
191,104480,558,107.5,105.9,44.2,90.8,0.517,5.1,0.4,104,False,push_harder,3.0
192,105063,583,102.9,105.2,44.7,90.1,0.509,5.61,2.5,103,False,none,
193,105609,546,109.9,106.2,43.8,92.2,0.482,5.28,3.7,105,False,none,
194,106160,551,108.9,106.5,43.7,92.1,0.501,5.51,3.7,103,False,none,
195,106714,554,108.3,107.4,45.0,88.5,0.494,6.33,0.4,108,False,none,
196,107273,559,107.3,107.4,45.0,91.2,0.527,6.02,2.9,108,False,none,
197,107814,541,110.9,109.1,45.1,90.4,0.55,6.65,4.0,103,False,none,
198,108379,565,106.2,108.3,44.2,92.2,0.496,5.26,0.4,106,False,none,
199,108921,542,110.7,108.7,44.5,89.2,0.468,6.0,0.5,103,False,none,
200,109471,550,109.1,108.8,44.2,90.7,0.475,5.38,1.2,103,False,none,
201,110026,555,108.1,109.0,46.9,90.1,0.529,5.99,1.7,109,False,push_harder,3.0
202,110568,542,110.7,108.9,43.4,91.9,0.514,5.7,4.2,106,False,none,
203,111105,537,111.7,110.1,46.6,89.9,0.557,6.49,2.2,107,False,none,
204,111656,551,108.9,109.7,43.2,89.6,0.509,5.61,0.3,110,False,none,
205,112225,569,105.4,108.9,44.2,88.6,0.454,5.4,3.1,104,False,none,
206,112777,552,108.7,109.1,44.7,90.4,0.498,5.54,2.8,108,False,none,
207,113322,545,110.1,108.9,44.2,88.8,0.5,6.14,0.9,107,False,none,
208,113854,532,112.8,109.1,43.4,90.7,0.489,5.68,1.4,105,False,none,
209,114426,572,104.9,108.3,41.6,91.2,0.49,4.59,1.4,103,False,none,
210,114995,569,105.4,108.3,43.5,87.1,0.475,4.98,5.1,108,False,none,
211,115541,546,109.9,108.5,40.4,88.2,0.488,5.14,2.3,104,False,push_harder,3.0
212,116097,556,107.9,108.1,43.6,85.6,0.438,5.51,0.2,105,False,none,
213,116626,529,113.4,108.2,41.2,89.8,0.485,5.56,0.6,105,False,none,
214,117163,537,111.7,109.6,40.2,88.6,0.52,5.37,4.2,105,False,none,
215,117697,534,112.4,111.0,42.2,88.5,0.537,6.46,1.9,108,False,none,
216,118240,543,110.5,111.2,44.5,89.9,0.57,5.87,5.4,108,False,none,
217,118789,549,109.3,111.4,41.1,91.3,0.526,4.92,0.5,108,False,none,
218,119335,546,109.9,110.7,43.2,89.2,0.478,5.63,3.8,104,False,none,
219,119871,536,111.9,110.8,42.8,88.5,0.479,6.18,3.6,110,False,none,
